wash,garment,Before transfer,After transfer,value,band
W002,G4A,1,19,18,9
W002,G4B,0,19,19,10
W002,G4B,0,15,15,1
W002,G4B,1,17,16,2
W002,G4B,0,10,10,3
W002,G4B,0,14,14,4
W002,G4B,0,10,10,5
W002,G4B,0,19,19,6
W002,G4B,2,13,11,7
W002,G4B,0,12,12,8
W002,G4B,0,13,13,9
W002,G4C,1,18,17,10
W002,G4C,0,23,23,1
W002,G4C,1,4,3,2
W002,G4C,0,8,8,3
W002,G4C,0,14,14,4
W002,G4C,0,10,10,5
W002,G4C,0,18,18,6
W002,G4C,0,14,14,7
W002,G4C,0,17,17,8
W002,G4C,1,22,21,9
W003,G4A,0,15,15,10
W003,G4A,0,14,14,1
W003,G4A,0,14,14,2
W003,G4A,0,7,7,3
W003,G4A,1,7,6,4
W003,G4A,0,17,17,5
W003,G4A,0,17,17,6
W003,G4A,0,16,16,7
W003,G4A,0,12,12,8
W003,G4A,0,19,19,9
W003,G4B,0,16,16,10
W003,G4B,0,10,10,1
W003,G4B,0,12,12,2
W003,G4B,0,15,15,3
W003,G4B,0,17,17,4
W003,G4B,0,11,11,5
W003,G4B,0,10,10,6
W003,G4B,0,10,10,7
W003,G4B,3,13,10,8
W003,G4B,0,16,16,9
W003,G4C,0,11,11,10
W003,G4C,0,12,12,1
W003,G4C,0,16,16,2
W003,G4C,0,11,11,3
W003,G4C,0,10,10,4
W003,G4C,0,14,14,5
W003,G4C,0,17,17,6
W003,G4C,0,15,15,7
W003,G4C,1,9,8,8
W003,G4C,0,15,15,9
W004,G4A,0,15,15,10
W004,G4A,0,13,13,1
W004,G4A,0,10,10,2
W004,G4A,0,20,20,3
W004,G4A,0,21,21,4
W004,G4A,1,19,18,5
W004,G4A,0,9,9,6
W004,G4A,0,19,19,7
W004,G4A,0,12,12,8
W004,G4A,1,13,12,9
W004,G4B,0,15,15,10
W004,G4B,0,17,17,1
W004,G4B,0,8,8,2
W004,G4B,0,18,18,3
W004,G4B,0,7,7,4
W004,G4B,0,14,14,5
W004,G4B,0,20,20,6
W004,G4B,0,20,20,7
W004,G4B,0,15,15,8
W004,G4B,0,18,18,9
W004,G4C,1,14,13,10
W004,G4C,0,10,10,1
W004,G4C,0,19,19,2
W004,G4C,0,12,12,3
W004,G4C,0,12,12,4
W004,G4C,0,11,11,5
W004,G4C,0,9,9,6
W004,G4C,0,22,22,7
W004,G4C,0,22,22,8
W004,G4C,0,24,24,9
W005,G4A,1,12,11,10
W005,G4A,0,10,10,1
W005,G4A,0,13,13,2
W005,G4A,1,7,6,3
W005,G4A,0,8,8,4
W005,G4A,2,10,8,5
W005,G4A,0,15,15,6
W005,G4A,0,20,20,7
W005,G4A,0,10,10,8
W005,G4A,0,11,11,9
W005,G4B,1,7,6,10
W005,G4B,0,16,16,1
W005,G4B,1,14,13,2
W005,G4B,0,8,8,3
W005,G4B,0,13,13,4
W005,G4B,1,13,12,5
W005,G4B,0,16,16,6
W005,G4B,0,11,11,7
W005,G4B,0,14,14,8
W005,G4B,0,12,12,9
W005,G4C,0,12,12,10
W005,G4C,0,10,10,1
W005,G4C,1,7,6,2
W005,G4C,3,7,4,3
W005,G4C,0,12,12,4
W005,G4C,0,11,11,5
W005,G4C,0,9,9,6
W005,G4C,0,16,16,7
W005,G4C,0,14,14,8
W005,G4C,0,14,14,9
W006,G4A,1,19,18,10
W006,G4A,0,11,11,1
W006,G4A,0,11,11,2
W006,G4A,0,5,5,3
W006,G4A,0,15,15,4
W006,G4A,1,8,7,5
W006,G4A,0,6,6,6
W006,G4A,1,18,17,7
W006,G4A,1,17,16,8
W006,G4A,0,9,9,9
W006,G4B,0,13,13,10
W006,G4B,0,11,11,1
W006,G4B,0,14,14,2
W006,G4B,0,12,12,3
W006,G4B,0,9,9,4
W006,G4B,1,18,17,5
W006,G4B,0,21,21,6
W006,G4B,1,16,15,7
W006,G4B,0,11,11,8
W006,G4B,0,17,17,9
W006,G4C,0,17,17,10
W006,G4C,0,19,19,1
W006,G4C,0,16,16,2
W006,G4C,0,19,19,3
W006,G4C,0,17,17,4
W006,G4C,0,11,11,5
W006,G4C,0,4,4,6
W006,G4C,0,15,15,7
W006,G4C,1,10,9,8
W006,G4C,0,9,9,9
W007,G4A,0,11,11,10
W007,G4A,0,7,7,1
W007,G4A,1,10,9,2
W007,G4A,0,13,13,3
W007,G4A,0,12,12,4
W007,G4A,0,8,8,5
W007,G4A,1,9,8,6
W007,G4A,0,13,13,7
W007,G4A,0,15,15,8
W007,G4A,0,7,7,9
W007,G4B,0,13,13,10
W007,G4B,1,5,4,1
W007,G4B,1,14,13,2
W007,G4B,0,8,8,3
W007,G4B,0,8,8,4
W007,G4B,0,13,13,5
W007,G4B,1,18,17,6
W007,G4B,0,18,18,7
W007,G4B,0,9,9,8
W007,G4B,0,6,6,9
W007,G4C,0,6,6,10
W007,G4C,0,20,20,1
W007,G4C,0,9,9,2
W007,G4C,1,8,7,3
W007,G4C,0,9,9,4
W007,G4C,0,5,5,5
W007,G4C,1,9,8,6
W007,G4C,0,13,13,7
W007,G4C,1,9,8,8
W007,G4C,1,13,12,9
W008,G4A,0,22,22,10
W008,G4A,2,5,3,1
W008,G4A,0,3,3,2
W008,G4A,0,9,9,3
W008,G4A,0,9,9,4
W008,G4A,1,7,6,5
W008,G4A,0,14,14,6
W008,G4A,0,11,11,7
W008,G4A,0,10,10,8
W008,G4A,0,8,8,9
W008,G4B,0,11,11,10
W008,G4B,0,11,11,1
W008,G4B,0,13,13,2
W008,G4B,0,10,10,3
W008,G4B,1,10,9,4
W008,G4B,1,8,7,5
W008,G4B,0,7,7,6
W008,G4B,0,10,10,7
W008,G4B,0,3,3,8
W008,G4B,0,14,14,9
W008,G4C,2,8,6,10
W008,G4C,0,8,8,1
W008,G4C,0,9,9,2
W008,G4C,1,10,9,3
W008,G4C,3,8,5,4
W008,G4C,0,12,12,5
W008,G4C,0,7,7,6
W008,G4C,0,12,12,7
W008,G4C,0,11,11,8
W008,G4C,1,8,7,9
W009,G4A,0,9,9,10
W009,G4A,1,7,6,1
W009,G4A,1,18,17,2
W009,G4A,0,9,9,3
W009,G4A,1,9,8,4
W009,G4A,0,13,13,5
W009,G4A,0,6,6,6
W009,G4A,0,10,10,7
W009,G4A,0,6,6,8
W009,G4A,0,11,11,9
W009,G4B,1,10,9,10
W009,G4B,0,12,12,1
W009,G4B,0,6,6,2
W009,G4B,0,10,10,3
W009,G4B,1,10,9,4
W009,G4B,0,8,8,5
W009,G4B,0,16,16,6
W009,G4B,0,12,12,7
W009,G4B,0,15,15,8
W009,G4B,2,12,10,9
W009,G4C,0,13,13,10
W009,G4C,0,13,13,1
W009,G4C,0,6,6,2
W009,G4C,2,15,13,3
W009,G4C,0,15,15,4
W009,G4C,0,4,4,5
W009,G4C,1,12,11,6
W009,G4C,0,9,9,7
W009,G4C,1,13,12,8
W009,G4C,0,11,11,9
W010,G4A,0,11,11,10
W010,G4A,0,14,14,1
W010,G4A,0,9,9,2
W010,G4A,3,7,4,3
W010,G4A,1,10,9,4
W010,G4A,2,11,9,5
W010,G4A,1,21,20,6
W010,G4A,2,17,15,7
W010,G4A,2,19,17,8
W010,G4A,1,13,12,9
W010,G4B,0,11,11,10
W010,G4B,0,11,11,1
W010,G4B,0,10,10,2
W010,G4B,3,8,5,3
W010,G4B,4,10,6,4
W010,G4B,4,11,7,5
W010,G4B,2,4,2,6
W010,G4B,2,14,12,7
W010,G4B,0,10,10,8
W010,G4B,2,6,4,9
W010,G4C,0,6,6,10
W010,G4C,1,10,9,1
W010,G4C,2,12,10,2
W010,G4C,2,9,7,3
W010,G4C,0,9,9,4
W010,G4C,0,9,9,5
W010,G4C,0,9,9,6
W010,G4C,3,10,7,7
W010,G4C,0,11,11,8
W010,G4C,1,24,23,9
W011,G4A,0,10,10,10
W011,G4A,1,8,7,1
W011,G4A,2,10,8,2
W011,G4A,0,7,7,3
W011,G4A,0,9,9,4
W011,G4A,0,9,9,5
W011,G4A,0,7,7,6
W011,G4A,0,5,5,7
W011,G4A,2,6,4,8
W011,G4A,0,9,9,9
W011,G4B,0,10,10,10
W011,G4B,0,7,7,1
W011,G4B,0,8,8,2
W011,G4B,0,6,6,3
W011,G4B,0,1,1,4
W011,G4B,2,8,6,5
W011,G4B,0,7,7,6
W011,G4B,0,3,3,7
W011,G4B,0,7,7,8
W011,G4B,1,9,8,9
W011,G4C,2,6,4,10
W011,G4C,1,6,5,1
W011,G4C,0,10,10,2
W011,G4C,1,5,4,3
W011,G4C,0,7,7,4
W011,G4C,0,6,6,5
W011,G4C,1,8,7,6
W011,G4C,0,5,5,7
W011,G4C,0,3,3,8
W011,G4C,0,8,8,9
W012,G4A,0,10,10,10
W012,G4A,0,5,5,1
W012,G4A,1,7,6,2
W012,G4A,0,10,10,3
W012,G4A,0,10,10,4
W012,G4A,0,14,14,5
W012,G4A,1,7,6,6
W012,G4A,0,10,10,7
W012,G4A,1,18,17,8
W012,G4A,0,8,8,9
W012,G4B,0,10,10,10
W012,G4B,0,12,12,1
W012,G4B,0,13,13,2
W012,G4B,1,17,16,3
W012,G4B,0,5,5,4
W012,G4B,0,11,11,5
W012,G4B,0,14,14,6
W012,G4B,0,9,9,7
W012,G4B,3,5,2,8
W012,G4B,0,4,4,9
W012,G4C,0,23,23,10
W012,G4C,0,7,7,1
W012,G4C,0,15,15,2
W012,G4C,0,6,6,3
W012,G4C,2,9,7,4
W012,G4C,0,8,8,5
W012,G4C,1,7,6,6
W012,G4C,0,3,3,7
W012,G4C,0,5,5,8
W012,G4C,0,7,7,9
W013,G4A,0,9,9,10
W013,G4A,1,6,5,1
W013,G4A,0,3,3,2
W013,G4A,1,8,7,3
W013,G4A,2,4,2,4
W013,G4A,1,9,8,5
W013,G4A,0,11,11,6
W013,G4A,0,12,12,7
W013,G4A,0,14,14,8
W013,G4A,0,10,10,9
W013,G4B,1,16,15,10
W013,G4B,0,13,13,1
W013,G4B,0,11,11,2
W013,G4B,1,6,5,3
W013,G4B,0,8,8,4
W013,G4B,0,12,12,5
W013,G4B,1,7,6,6
W013,G4B,0,7,7,7
W013,G4B,1,6,5,8
W013,G4B,0,3,3,9
W013,G4C,0,13,13,1
W013,G4C,0,11,11,2
W013,G4C,1,3,2,3
W013,G4C,0,12,12,4
W013,G4C,0,8,8,5
W013,G4C,1,12,11,6
W013,G4C,0,5,5,7
W013,G4C,0,9,9,8
W013,G4C,0,16,16,10
W013,G4C,0,7,7,9
W014,G4A,1,21,20,10
W014,G4A,0,9,9,1
W014,G4A,0,14,14,2
W014,G4A,2,5,3,3
W014,G4A,1,9,8,4
W014,G4A,1,19,18,5
W014,G4A,0,3,3,6
W014,G4A,2,7,5,7
W014,G4A,4,17,13,8
W014,G4A,1,15,14,9
W014,G4B,0,13,13,10
W014,G4B,0,9,9,1
W014,G4B,1,5,4,2
W014,G4B,1,13,12,3
W014,G4B,1,5,4,4
W014,G4B,0,5,5,5
W014,G4B,0,11,11,6
W014,G4B,0,8,8,7
W014,G4B,1,5,4,8
W014,G4B,0,6,6,9
W014,G4C,0,4,4,10
W014,G4C,2,10,8,1
W014,G4C,0,5,5,2
W014,G4C,0,9,9,3
W014,G4C,1,9,8,4
W014,G4C,0,14,14,5
W014,G4C,1,9,8,6
W014,G4C,0,9,9,7
W014,G4C,0,3,3,8
W014,G4C,1,6,5,9
W015,G4A,0,4,4,10
W015,G4A,1,5,4,1
W015,G4A,0,9,9,2
W015,G4A,0,4,4,3
W015,G4A,0,7,7,4
W015,G4A,0,8,8,5
W015,G4A,0,6,6,6
W015,G4A,0,9,9,7
W015,G4A,0,16,16,8
W015,G4A,1,6,5,9
W015,G4BC,0,9,9,1
W015,G4B,0,3,3,10
W015,G4B,0,5,5,2
W015,G4B,1,8,7,3
W015,G4B,0,7,7,4
W015,G4B,1,10,9,5
W015,G4B,1,3,2,6
W015,G4B,1,8,7,7
W015,G4B,1,9,8,8
W015,G4B,0,9,9,9
W015,G4C,2,4,2,10
W015,G4C,1,4,3,1
W015,G4C,1,1,0,2
W015,G4C,0,2,2,3
W015,G4C,1,11,10,4
W015,G4C,0,7,7,5
W015,G4C,1,10,9,6
W015,G4C,0,6,6,7
W015,G4C,2,5,3,8
W015,G4C,0,9,9,9
W018,G4A,0,5,5,10
W018,G4A,0,7,7,1
W018,G4A,0,8,8,2
W018,G4A,0,NA,NA,3
W018,G4A,0,4,4,4
W018,G4A,0,7,7,5
W018,G4A,0,3,3,6
W018,G4A,0,9,9,7
W018,G4A,0,11,11,8
W018,G4A,0,9,9,9
W018,G4B,0,13,13,10
W018,G4B,0,6,6,1
W018,G4B,0,5,5,2
W018,G4B,0,13,13,3
W018,G4B,0,8,8,4
W018,G4B,0,9,9,5
W018,G4B,0,12,12,6
W018,G4B,0,11,11,7
W018,G4B,0,7,7,8
W018,G4B,0,7,7,9
W018,G4C,0,15,15,10
W018,G4C,0,4,4,1
W018,G4C,0,2,2,2
W018,G4C,0,3,3,3
W018,G4C,0,7,7,4
W018,G4C,0,4,4,5
W018,G4C,0,5,5,6
W018,G4C,0,8,8,7
W018,G4C,0,7,7,8
W018,G4C,0,7,7,9
W019,G4A,0,8,8,10
W019,G4A,0,8,8,1
W019,G4A,0,6,6,2
W019,G4A,1,7,6,3
W019,G4A,0,6,6,4
W019,G4A,0,5,5,5
W019,G4A,0,3,3,6
W019,G4A,0,10,10,7
W019,G4A,0,3,3,8
W019,G4A,1,12,11,9
W019,G4B,1,11,10,10
W019,G4B,0,8,8,1
W019,G4B,0,5,5,2
W019,G4B,2,4,2,3
W019,G4B,0,6,6,4
W019,G4B,0,0,0,5
W019,G4B,1,3,2,6
W019,G4B,0,9,9,7
W019,G4B,0,4,4,8
W019,G4B,0,6,6,9
W019,G4C,0,13,13,10
W019,G4C,0,4,4,1
W019,G4C,0,2,2,2
W019,G4C,0,8,8,3
W019,G4C,0,6,6,4
W019,G4C,0,8,8,5
W019,G4C,0,4,4,6
W019,G4C,0,4,4,7
W019,G4C,1,6,5,8
W019,G4C,0,7,7,9
W020,G4A,0,4,4,10
W020,G4A,4,2,-2,1
W020,G4A,0,6,6,2
W020,G4A,0,4,4,3
W020,G4A,2,2,0,4
W020,G4A,0,4,4,5
W020,G4A,0,4,4,6
W020,G4A,2,12,10,7
W020,G4A,1,8,7,8
W020,G4A,0,5,5,9
W020,G4B,0,4,4,10
W020,G4B,0,3,3,1
W020,G4B,1,5,4,2
W020,G4B,0,3,3,3
W020,G4B,0,4,4,4
W020,G4B,0,3,3,5
W020,G4B,0,7,7,6
W020,G4B,0,8,8,7
W020,G4B,1,1,0,8
W020,G4B,2,7,5,9
W020,G4C,0,2,2,10
W020,G4C,0,7,7,1
W020,G4C,0,4,4,2
W020,G4C,0,2,2,3
W020,G4C,1,7,6,4
W020,G4C,3,6,3,5
W020,G4C,0,5,5,6
W020,G4C,0,4,4,7
W020,G4C,1,8,7,8
W020,G4C,0,4,4,9
W021,G4A,0,12,12,10
W021,G4A,0,4,4,1
W021,G4A,0,4,4,2
W021,G4A,0,3,3,3
W021,G4A,1,2,1,4
W021,G4A,1,6,5,5
W021,G4A,0,9,9,6
W021,G4A,1,2,1,7
W021,G4A,0,4,4,8
W021,G4A,0,7,7,9
W021,G4B,1,9,8,10
W021,G4B,0,2,2,1
W021,G4B,2,7,5,2
W021,G4B,0,4,4,3
W021,G4B,0,16,16,4
W021,G4B,0,4,4,5
W021,G4B,2,8,6,6
W021,G4B,0,6,6,7
W021,G4B,1,10,9,8
W021,G4B,1,7,6,9
W021,G4C,0,8,8,10
W021,G4C,1,10,9,1
W021,G4C,0,3,3,2
W021,G4C,0,7,7,3
W021,G4C,0,8,8,4
W021,G4C,1,2,1,5
W021,G4C,1,5,4,6
W021,G4C,0,8,8,7
W021,G4C,0,3,3,8
W021,G4C,1,9,8,9
W022,G4A,0,6,6,10
W022,G4A,0,2,2,1
W022,G4A,0,8,8,2
W022,G4A,0,3,3,3
W022,G4A,0,5,5,4
W022,G4A,0,7,7,5
W022,G4A,0,4,4,6
W022,G4A,0,2,2,7
W022,G4A,0,7,7,8
W022,G4A,1,5,4,9
W022,G4B,0,4,4,10
W022,G4B,0,2,2,1
W022,G4B,0,4,4,2
W022,G4B,0,0,0,3
W022,G4B,0,1,1,4
W022,G4B,1,4,3,5
W022,G4B,0,3,3,6
W022,G4B,1,2,1,7
W022,G4B,0,11,11,8
W022,G4B,0,4,4,9
W022,G4C,0,5,5,10
W022,G4C,1,8,7,1
W022,G4C,0,3,3,2
W022,G4C,0,2,2,3
W022,G4C,0,6,6,4
W022,G4C,0,4,4,5
W022,G4C,0,8,8,6
W022,G4C,0,4,4,7
W022,G4C,0,0,0,8
W022,G4C,2,2,0,9
W023,G4A,1,15,14,10
W023,G4A,1,4,3,1
W023,G4A,0,0,0,2
W023,G4A,0,2,2,3
W023,G4A,0,6,6,4
W023,G4A,0,7,7,5
W023,G4A,2,3,1,6
W023,G4A,0,5,5,7
W023,G4A,0,10,10,8
W023,G4A,0,11,11,9
W023,G4B,0,3,3,10
W023,G4B,1,10,9,1
W023,G4B,0,5,5,2
W023,G4B,0,2,2,3
W023,G4B,0,3,3,4
W023,G4B,0,4,4,5
W023,G4B,0,1,1,6
W023,G4B,1,4,3,7
W023,G4B,0,1,1,8
W023,G4B,0,3,3,9
W023,G4C,0,4,4,10
W023,G4C,0,0,0,1
W023,G4C,1,6,5,2
W023,G4C,0,2,2,3
W023,G4C,0,6,6,4
W023,G4C,0,6,6,5
W023,G4C,0,6,6,6
W023,G4C,0,6,6,7
W023,G4C,0,11,11,8
W023,G4C,1,4,3,9
W025,G4A,1,7,6,10
W025,G4A,0,3,3,1
W025,G4A,0,3,3,2
W025,G4A,0,0,0,3
W025,G4A,0,9,9,4
W025,G4A,0,4,4,5
W025,G4A,0,6,6,6
W025,G4A,0,3,3,7
W025,G4A,0,12,12,8
W025,G4A,0,19,19,9
W025,G4B,0,5,5,10
W025,G4B,0,1,1,1
W025,G4B,1,6,5,2
W025,G4B,0,9,9,3
W025,G4B,0,2,2,4
W025,G4B,1,4,3,5
W025,G4B,0,3,3,6
W025,G4B,0,6,6,7
W025,G4B,0,7,7,8
W025,G4B,0,1,1,9
W025,G4C,0,4,4,10
W025,G4C,0,8,8,1
W025,G4C,0,6,6,2
W025,G4C,0,2,2,3
W025,G4C,2,6,4,4
W025,G4C,0,2,2,5
W025,G4C,0,5,5,6
W025,G4C,0,1,1,7
W025,G4C,0,4,4,8
W025,G4C,0,1,1,9
W027,G4A,0,5,5,10
W027,G4A,1,0,-1,1
W027,G4A,0,1,1,2
W027,G4A,0,3,3,3
W027,G4A,1,2,1,4
W027,G4A,0,1,1,5
W027,G4A,1,1,0,6
W027,G4A,0,4,4,7
W027,G4A,0,3,3,8
W027,G4A,0,3,3,9
W027,G4B,0,0,0,10
W027,G4B,1,0,-1,1
W027,G4B,0,2,2,2
W027,G4B,0,1,1,3
W027,G4B,0,4,4,4
W027,G4B,0,4,4,5
W027,G4B,0,8,8,6
W027,G4B,0,7,7,7
W027,G4B,0,4,4,8
W027,G4B,2,3,1,9
W027,G4C,1,2,1,10
W027,G4C,0,3,3,1
W027,G4C,0,4,4,2
W027,G4C,0,2,2,3
W027,G4C,1,6,5,4
W027,G4C,0,1,1,5
W027,G4C,2,1,-1,6
W027,G4C,1,3,2,7
W027,G4C,0,5,5,8
W027,G4C,0,0,0,9
W029,G4A,0,3,3,10
W029,G4A,0,4,4,1
W029,G4A,1,2,1,2
W029,G4A,0,4,4,3
W029,G4A,0,7,7,4
W029,G4A,1,4,3,5
W029,G4A,0,3,3,6
W029,G4A,0,2,2,7
W029,G4A,0,3,3,8
W029,G4A,0,4,4,9
W029,G4B,0,4,4,10
W029,G4B,0,4,4,1
W029,G4B,0,2,2,2
W029,G4B,0,3,3,3
W029,G4B,0,3,3,4
W029,G4B,0,4,4,5
W029,G4B,0,4,4,6
W029,G4B,0,3,3,7
W029,G4B,0,3,3,8
W029,G4B,0,3,3,9
W029,G4C,0,3,3,10
W029,G4C,0,2,2,1
W029,G4C,0,3,3,2
W029,G4C,1,5,4,3
W029,G4C,0,3,3,4
W029,G4C,0,4,4,5
W029,G4C,0,0,0,6
W029,G4C,0,5,5,7
W029,G4C,0,2,2,8
W029,G4C,0,1,1,9
W031,G4A,0,3,3,10
W031,G4A,0,2,2,1
W031,G4A,0,2,2,2
W031,G4A,1,1,0,3
W031,G4A,0,1,1,4
W031,G4A,0,3,3,5
W031,G4A,0,4,4,6
W031,G4A,0,4,4,7
W031,G4A,0,4,4,8
W031,G4A,1,3,2,9
W031,G4B,0,4,4,10
W031,G4B,0,1,1,1
W031,G4B,0,1,1,2
W031,G4B,0,3,3,3
W031,G4B,0,0,0,4
W031,G4B,0,3,3,5
W031,G4B,0,3,3,6
W031,G4B,0,3,3,7
W031,G4B,2,1,-1,8
W031,G4B,0,3,3,9
W031,G4C,1,5,4,10
W031,G4C,0,0,0,1
W031,G4C,0,2,2,2
W031,G4C,0,6,6,3
W031,G4C,0,1,1,4
W031,G4C,0,3,3,5
W031,G4C,0,4,4,6
W031,G4C,0,6,6,7
W031,G4C,0,3,3,8
W031,G4C,0,0,0,9
W033,G4A,0,3,3,10
W033,G4A,0,1,1,1
W033,G4A,0,0,0,2
W033,G4A,0,2,2,3
W033,G4A,0,2,2,4
W033,G4A,0,2,2,5
W033,G4A,0,3,3,6
W033,G4A,0,3,3,7
W033,G4A,0,0,0,8
W033,G4A,0,5,5,9
W033,G4B,0,0,0,10
W033,G4B,0,5,5,1
W033,G4B,0,3,3,2
W033,G4B,0,4,4,3
W033,G4B,0,0,0,4
W033,G4B,0,4,4,5
W033,G4B,0,1,1,6
W033,G4B,0,0,0,7
W033,G4B,0,4,4,8
W033,G4B,0,1,1,9
W033,G4C,0,8,8,10
W033,G4C,0,5,5,1
W033,G4C,0,2,2,2
W033,G4C,0,3,3,3
W033,G4C,0,4,4,4
W033,G4C,0,4,4,5
W033,G4C,0,3,3,6
W033,G4C,0,4,4,7
W033,G4C,0,3,3,8
W033,G4C,1,8,7,9
W035,G4A,0,0,0,10
W035,G4A,0,3,3,1
W035,G4A,0,4,4,2
W035,G4A,0,3,3,3
W035,G4A,0,1,1,4
W035,G4A,1,4,3,5
W035,G4A,0,1,1,6
W035,G4A,0,5,5,7
W035,G4A,0,2,2,8
W035,G4A,0,4,4,9
W035,G4B,0,3,3,10
W035,G4B,0,5,5,1
W035,G4B,1,3,2,2
W035,G4B,0,2,2,3
W035,G4B,0,2,2,4
W035,G4B,0,4,4,5
W035,G4B,0,4,4,6
W035,G4B,0,2,2,7
W035,G4B,1,3,2,8
W035,G4B,0,2,2,9
W035,G4C,0,0,0,10
W035,G4C,0,2,2,1
W035,G4C,0,1,1,2
W035,G4C,0,5,5,3
W035,G4C,1,3,2,4
W035,G4C,0,1,1,5
W035,G4C,0,4,4,6
W035,G4C,0,2,2,7
W035,G4C,0,4,4,8
W035,G4C,0,4,4,9
W037,G4A,1,5,4,10
W037,G4A,0,1,1,1
W037,G4A,0,1,1,2
W037,G4A,0,3,3,3
W037,G4A,1,4,3,4
W037,G4A,1,4,3,5
W037,G4A,0,2,2,6
W037,G4A,0,5,5,7
W037,G4A,0,4,4,8
W037,G4A,1,4,3,9
W037,G4B,0,2,2,10
W037,G4B,0,2,2,1
W037,G4B,0,1,1,2
W037,G4B,0,4,4,3
W037,G4B,0,7,7,4
W037,G4B,1,2,1,5
W037,G4B,0,4,4,6
W037,G4B,1,6,5,7
W037,G4B,1,0,-1,8
W037,G4B,1,3,2,9
W037,G4C,0,2,2,10
W037,G4C,0,2,2,1
W037,G4C,1,6,5,2
W037,G4C,0,3,3,3
W037,G4C,0,5,5,4
W037,G4C,0,4,4,5
W037,G4C,0,3,3,6
W037,G4C,0,5,5,7
W037,G4C,1,4,3,8
W037,G4C,0,3,3,9
W039,G4A,0,5,5,10
W039,G4A,0,4,4,1
W039,G4A,0,2,2,2
W039,G4A,0,2,2,3
W039,G4A,0,2,2,4
W039,G4A,1,4,3,5
W039,G4A,0,3,3,6
W039,G4A,0,1,1,7
W039,G4A,0,1,1,8
W039,G4A,0,2,2,9
W039,G4B,0,4,4,10
W039,G4B,0,0,0,1
W039,G4B,0,6,6,2
W039,G4B,0,2,2,3
W039,G4B,0,1,1,4
W039,G4B,0,1,1,5
W039,G4B,0,6,6,6
W039,G4B,0,5,5,7
W039,G4B,0,4,4,8
W039,G4B,0,2,2,9
W039,G4C,0,2,2,10
W039,G4C,0,0,0,1
W039,G4C,0,1,1,2
W039,G4C,0,1,1,3
W039,G4C,0,2,2,4
W039,G4C,0,3,3,5
W039,G4C,0,2,2,6
W039,G4C,0,4,4,7
W039,G4C,0,3,3,8
W039,G4C,0,7,7,9
W041,G4A,0,0,0,10
W041,G4A,0,0,0,1
W041,G4A,0,2,2,2
W041,G4A,0,2,2,3
W041,G4A,0,0,0,4
W041,G4A,1,3,2,5
W041,G4A,0,2,2,6
W041,G4A,1,1,0,7
W041,G4A,0,3,3,8
W041,G4A,0,3,3,9
W041,G4B,0,5,5,10
W041,G4B,1,4,3,1
W041,G4B,0,0,0,2
W041,G4B,0,4,4,3
W041,G4B,0,2,2,4
W041,G4B,1,2,1,5
W041,G4B,0,1,1,6
W041,G4B,0,1,1,7
W041,G4B,0,4,4,8
W041,G4B,0,1,1,9
W041,G4C,2,3,1,10
W041,G4C,0,1,1,1
W041,G4C,1,1,0,2
W041,G4C,1,1,0,3
W041,G4C,1,0,-1,4
W041,G4C,1,2,1,5
W041,G4C,0,1,1,6
W041,G4C,0,1,1,7
W041,G4C,1,2,1,8
