Slice,Count,Total Area,Average Size,%Area,Mean
RT87_G1_8_para_Atr.TIF,4,0.095,0.024,0.077,255
RT88_G1_8_para_Atr.TIF,0,0,NaN,0,NaN
RT89_G1_8_para_Atr.TIF,1,0.006,0.006,0.005,255
RT8_G1_8_para_Atr.TIF,8,0.201,0.025,0.164,255
RT90_G1_8_para_Atr.TIF,0,0,NaN,0,NaN
RT91_G1_8_para_Atr.TIF,1,0.023,0.023,0.019,255
RT92_G1_8_para_Atr.TIF,6,0.276,0.046,0.224,255
RT93_G1_8_para_Atr.TIF,0,0,NaN,0,NaN
RT94_G1_8_para_Atr.TIF,0,0,NaN,0,NaN
RT95_G1_8_para_Atr.TIF,0,0,NaN,0,NaN
RT96_G1_8_para_Atr.TIF,2,0.062,0.031,0.051,255
RT97_G1_8_para_Atr.TIF,2,0.025,0.013,0.02,255
RT98_G1_8_para_Atr.TIF,0,0,NaN,0,NaN
RT99_G1_8_para_Atr.TIF,1,0.02,0.02,0.016,255
RT9_G1_8_para_Atr.TIF,4,0.14,0.035,0.114,255
RT_G1_8_negative_Atr.TIF,1,0.008,0.008,0.006,255
RT_G1_8_positive_Atr.TIF,6,0.205,0.034,0.167,255
